id,loss
1994,122.59088
2000,122.89388
2008,160.06807
2011,172.71277
2012,265.52155
2019,152.5431
2022,183.37785
2024,229.45395
2028,120.380264
2030,200.1686
2031,313.05457
2047,144.17926
2049,111.01145
2050,127.19572
2051,202.5455
2056,144.38635
2057,119.952065
2059,175.23378
2069,193.24448
2085,166.94109
2089,109.6607
2090,118.28586
2101,155.48085
2114,157.63951
2115,123.2765
2118,124.39103
2119,145.59805
2125,125.02106
2128,209.51608
2129,146.92757
2132,137.78026
2133,177.18149
2135,114.486465
2136,126.085266
2143,115.691696
2144,109.932365
2145,172.89775
2152,176.34216
2160,172.24554
2166,127.7422
2169,113.41762
2170,151.63528
2172,122.94376
2181,159.63536
2183,126.88241
2185,159.61761
2188,150.4833
2189,160.573
2194,193.51907
2202,127.11022
2208,193.7572
2227,142.66833
2230,269.38867
2235,125.62234
2236,120.27509
2244,314.70572
2248,130.6769
2252,127.469734
2254,139.23344
2260,246.55417
2263,130.6584
2274,124.06955
2277,109.20317
2279,282.16522
2280,421.55673
2283,197.55235
2284,103.86804
2288,240.38438
2292,147.69089
2295,270.22064
2296,117.166504
2299,159.50441
2315,254.49577
2318,116.98758
2329,392.50937
2337,123.11342
2340,123.615135
2342,123.31365
2347,215.37296
2349,216.43417
2354,119.77666
2361,153.77016
2370,134.22366
2378,188.89618
2382,244.09213
2387,139.862
2389,137.97066
2394,130.09596
2396,119.64228
2400,164.87819
2407,164.71223
2414,121.64215
2415,149.33794
2421,162.04877
2427,136.8238
2428,175.84206
2430,166.117
2435,154.79976
2445,168.48108
2446,135.13687
2447,120.56789
2449,147.9071
2451,133.13602
2458,405.08694
2462,329.52737
2463,156.59372
2467,167.89275
2471,276.16443
2475,218.13637
2478,166.75452
2483,180.35648
2485,111.578285
2487,110.40811
2494,102.9829
2497,155.8138
2499,117.60691
2503,148.8508
2513,198.07529
2515,158.95084
2522,124.429054
2523,118.44496
2528,169.54286
2532,263.14288
2536,106.54843
2538,139.57419
2539,110.22016
2540,156.00679
2545,272.29626
2548,118.17051
2549,119.26407
2553,150.11722
2563,117.76196
2566,161.16043
2574,127.37847
2575,178.44228
2584,158.58403
2588,198.8255
2589,114.94639
2592,142.41367
2596,114.01
2598,140.36836
2602,110.600174
2603,140.11078
2607,153.69913
2609,139.35167
2611,260.84744
2627,125.78664
2628,145.869
2630,173.64003
2633,158.91339
2636,332.2072
2640,113.28735
2641,122.20528
2657,235.88313
2659,109.234474
2662,116.84765
2663,126.98846
2667,167.4796
2670,110.74498
2682,164.17519
2694,199.23074
2699,240.28789
2700,181.48393
2703,200.58022
2708,149.74817
2714,108.7052
2725,117.58886
2726,113.04674
2727,121.098946
2732,168.82591
2733,287.34076
2736,259.36087
2745,157.33913
2760,113.20916
2764,147.4103
2765,264.6875
2766,102.64247
2775,149.05664
2783,153.7822
2784,123.88179
2786,151.53813
2801,109.755905
2803,128.14743
2813,258.9416
2815,265.17133
2816,145.05898
2818,167.16501
2819,202.55081
2822,111.5136
2825,122.643974
2826,121.00371
2830,143.90488
2834,143.76831
2835,201.732
2856,148.93842
2873,266.9052
2886,228.56844
2892,128.98257
2896,109.34297
2897,123.26609
2899,153.25943
2901,118.02156
2909,236.9715
2914,199.53973
2915,119.8407
2916,145.06403
2919,105.70474
2926,185.03973
2927,162.24686
2933,152.66776
2934,191.51657
2941,144.73232
2942,127.95289
2946,179.04239
2949,145.35748
2952,159.32129
2957,331.06705
2962,156.78238
2963,115.11484
2965,148.38853
2966,267.22128
2971,166.8997
2975,102.76295
2979,112.06606
2985,343.47888
2995,140.01775
2996,123.085365
3001,223.63315
3007,147.55609
3008,109.837166
3014,203.73656
3017,401.66287
3021,117.84392
3025,166.59366
3026,135.57674
3034,167.43129
3035,171.01346
3044,160.65204
3046,156.64711
3047,237.7283
3057,181.62192
3059,216.23055
3063,252.16573
3065,123.31365
3067,187.9148
3069,126.85954
3076,191.86127
3086,113.50635
3088,160.55379
3090,122.72318
3096,180.29396
3100,114.84136
3102,144.08284
3103,178.92938
3107,124.8499
3118,139.63849
3120,201.71997
3123,171.38187
3128,111.73444
3132,148.3526
3140,118.27136
3152,183.40024
3165,146.31693
3183,158.10292
3190,111.62277
3197,149.1268
3201,119.13999
3203,139.35619
3214,170.13762
3219,150.15594
3220,132.30734
3221,181.17654
3229,133.79144
3234,112.58582
3235,211.90988
3240,148.98409
3241,121.6236
3249,132.95425
3254,118.02156
3264,174.67435
3266,154.35559
3270,119.64434
3282,118.42519
3285,122.795944
3289,114.3221
3291,132.69514
3295,124.42312
3299,105.20647
3302,127.334076
3303,275.10117
3308,206.78238
3309,168.6633
3324,146.45465
3327,207.31294
3330,222.433
3335,114.4828
3339,182.07361
3340,153.74605
3343,144.97179
3350,191.08684
3353,123.190056
3356,336.43747
3361,174.90887
3368,104.8162
3376,128.79266
3381,119.57744
3383,163.31615
3397,200.33685
3403,145.74135
3405,140.96567
3410,144.88547
3412,161.92517
3416,212.03279
3417,118.35858
3423,164.95998
3427,213.8287
3435,210.46422
3439,122.91873
3441,124.89033
3450,137.08385
3453,116.09478
3454,132.81396
3458,296.93716
3459,146.5013
3467,202.34018
3469,246.28815
3477,105.11495
3478,316.02377
3482,119.14453
3484,248.94522
3506,144.23482
3515,279.662
3522,189.8503
3523,134.16876
3526,106.632545
3532,131.89261
3534,149.49854
3537,121.51403
3539,112.512726
3542,215.89499
3545,113.957825
3552,118.63799
3554,123.325294
3573,148.39095
3576,112.00394
3577,177.52002
3580,117.817
3583,118.02156
3584,138.29282
3609,111.65674
3613,213.08557
3623,145.73724
3624,182.92616
3638,271.68878
3642,127.876465
3643,145.72911
3647,118.74598
3653,159.02429
3654,204.90247
3656,141.41324
3658,110.029755
3659,222.06123
3663,270.30493
3664,181.75777
3666,113.64499
3681,115.28375
3689,166.43169
3694,218.69992
3695,123.43231
3699,130.47902
3701,146.63312
3704,225.48442
3721,138.59813
3726,188.67645
3727,147.97476
3729,149.20761
3731,194.69771
3738,160.80003
3740,153.32874
3744,137.2157
3757,114.61603
3758,118.02156
3778,130.69865
3781,230.58597
3790,247.83165
3796,110.256065
3798,278.90887
3804,110.8665
3813,111.561104
3814,109.94238
3815,192.1001
3818,150.11844
3823,169.9701
3826,268.23032
3831,117.55623
3834,172.37544
3835,170.0905
3849,166.41058
3850,189.86378
3855,148.49422
3864,163.11372
3867,159.59807
3871,116.11083
3879,143.16179
3880,165.08974
3882,190.74437
3884,329.69772
3893,149.69034
3895,126.01603
3901,173.05077
3903,118.82058
3913,115.81285
3921,115.2466
3929,156.47989
3947,116.28254
3962,145.13025
3963,109.0622
3966,137.59073
3975,134.88683
3976,253.15195
3977,157.52357
3978,124.690926
3979,120.29821
3983,144.5745
3985,113.64499
3989,320.04184
3992,150.35333
3995,148.59557
4008,150.20013
4013,140.82674
4029,156.80623
4035,164.53662
4040,148.43135
4048,106.37486
4060,138.35223
4066,107.79108
4075,107.33823
4079,159.75392
4083,128.86952
4091,158.24736
4092,229.2031
4093,155.47826
4098,176.90096
4108,116.27972
4109,103.09006
4110,219.34367
4116,156.39925
4129,126.81128
4130,240.99634
4140,166.69354
4146,136.88182
4150,222.20041
4151,299.031
4153,123.42248
4169,308.1614
4170,156.79396
4179,145.04466
4183,214.5825
4188,182.66486
4190,124.9922
4193,149.82344
4201,291.19943
4205,144.7219
4210,153.67348
4226,160.75772
4229,148.0351
4241,192.05971
4242,124.757355
4257,235.06874
4258,104.43614
4260,162.0544
4263,214.16013
4267,109.55857
4273,122.78523
4274,123.14689
4277,115.691696
4281,116.70393
4283,238.50847
4293,158.62148
4294,121.18386
4305,178.5817
4307,160.61964
4318,174.95218
4325,179.22014
4327,266.5295
4332,162.18196
4335,219.22029
4336,192.1559
4337,102.95614
4339,268.85635
4343,128.25201
4346,109.11297
4348,122.08355
4350,205.74063
4358,153.44847
4359,188.08476
4363,168.36928
4366,253.81238
4374,110.19399
4375,149.44891
4377,116.33556
4393,197.18813
4395,179.17647
4400,113.453964
4402,305.91348
4404,276.5591
4415,144.16524
4418,143.19887
4422,126.6323
4430,126.886826
4432,127.059265
4433,118.55266
4435,260.57022
4438,137.43066
4444,123.968124
4447,130.92165
4451,276.3241
4452,144.23276
4457,137.24004
4459,179.25928
4469,109.53558
4471,323.8085
4486,109.078896
4488,153.0378
4510,117.51923
4515,112.69888
4527,251.8635
4530,130.97964
4534,115.911575
4535,207.47118
4536,118.935646
4548,203.85191
4549,129.9805
4551,275.56015
4556,157.80888
4559,103.09006
4564,123.968124
4570,221.62001
4575,283.74664
4584,193.31212
4585,168.14279
4591,131.11694
4592,130.01825
4593,125.99716
4594,125.29236
4598,142.44783
4607,189.46767
4608,122.051186
4620,147.84407
4621,209.57024
4625,187.8484
4635,223.15785
4638,252.72319
4652,149.73167
4657,171.36241
4658,127.16218
4666,265.31058
4672,126.43989
4676,189.58017
4680,115.01893
4681,240.89236
4683,152.8143
4684,125.817345
4689,157.79819
4690,171.62622
4692,151.09584
4697,144.63194
4700,139.92757
4705,382.37018
4721,129.16377
4726,148.84335
4729,116.09478
4731,208.65596
4736,168.40701
4739,147.68011
4740,130.93726
4753,119.57744
4754,177.87929
4755,172.90138
4756,124.93923
4759,130.10011
4764,114.26618
4771,190.95358
4772,129.59575
4776,103.09006
4780,162.41699
4784,135.14165
4786,118.21532
4787,169.73384
4789,120.004814
4794,144.5987
4800,192.1373
4807,165.531
4813,317.81738
4818,149.3551
4823,358.88373
4824,129.3195
4829,166.7507
4830,114.75898
4835,167.0118
4844,143.7555
4845,168.05493
4846,171.71414
4847,109.11385
4854,161.56854
4857,160.53006
4861,105.02958
4863,136.98146
4866,184.91272
4869,223.50703
4871,123.08085
4872,160.75174
4875,157.7277
4877,309.5542
4878,109.485245
4885,128.38799
4886,127.56045
4888,191.28712
4890,127.601395
4896,122.21518
4899,152.02646
4913,103.07487
4916,149.36514
4920,193.09175
4925,187.2544
4934,171.24887
4941,167.75526
4946,113.91072
4954,148.53252
4956,126.53011
4958,190.5829
4965,119.44642
4966,116.36641
4970,174.7294
4977,155.96626
4980,128.69347
4984,152.85541
4995,118.00159
4997,180.0164
4999,116.20289
5005,176.42914
5011,148.29778
5015,147.49664
5016,155.94388
5019,150.67773
5024,157.68906
5030,167.94727
5031,160.2642
5034,160.11754
5047,319.53452
5048,152.34183
5052,127.039635
5061,160.16862
5062,167.95248
5067,159.50623
5068,222.59808
5077,110.860054
5079,157.40718
5090,198.15823
5094,160.86346
5103,163.71747
5104,113.5907
5106,160.7358
5107,133.02414
5110,116.51488
5114,147.35042
5116,226.50504
5121,307.50806
5122,140.81136
5124,114.635376
5132,205.28906
5133,143.45694
5138,157.3059
5143,148.43999
5153,148.44203
5154,144.717
5155,120.380264
5160,133.9034
5169,202.29031
5172,187.20628
5173,173.32716
5179,114.03854
5182,189.53923
5187,110.15491
5192,184.0
5211,123.96464
5213,196.40625
5219,118.160706
5225,155.56473
5226,119.952065
5227,230.2368
5228,123.8473
5239,211.36755
5241,126.312675
5244,149.11172
5248,202.44894
5260,122.478874
5266,106.89753
5273,145.03851
5280,323.9458
5298,214.87698
5300,123.08085
5306,159.34712
5307,122.395096
5311,254.77917
5316,118.17513
5323,111.73625
5332,125.89482
5336,119.55429
5338,126.9959
5342,149.1586
5347,116.98758
5355,197.21548
5357,156.80832
5362,115.22165
5363,112.79523
5364,113.77886
5366,192.24286
5374,264.59726
5375,114.27877
5379,184.46701
5380,141.4614
5383,113.80219
5385,112.32366
5390,142.70168
5393,231.2388
5398,141.51706
5411,159.62318
5414,107.80932
5429,138.00566
5432,384.657
5436,107.30481
5437,203.47957
5439,120.29821
5440,199.4776
5449,142.78233
5458,116.84765
5460,109.46072
5462,124.878
5463,172.05608
5465,145.40309
5467,168.80362
5475,225.46388
5483,148.49251
5485,121.92693
5489,165.20384
5493,174.31839
5497,104.45307
5501,140.55684
5506,113.0786
5507,124.632195
5510,168.90901
5524,230.65613
5531,112.81454
5542,156.81378
5543,152.55598
5544,194.20517
5552,128.0282
5560,138.81593
5563,205.16028
5573,157.55678
5579,113.00701
5584,131.33112
5585,283.50403
5594,123.078674
5595,120.31123
5597,142.9986
5598,124.76337
5604,119.55247
5606,143.35437
5610,105.75516
5615,242.29146
5631,114.32226
5637,122.936615
5646,135.90627
5656,194.02513
5658,380.2744
5666,122.88281
5668,144.1185
5673,114.235725
5680,122.11423
5691,152.71451
5692,302.3325
5693,135.49931
5697,161.79181
5698,138.40555
5700,135.78325
5704,139.59242
5705,137.72903
5707,116.95406
5710,109.95538
5716,113.5907
5720,123.82262
5722,155.5752
5727,128.16978
5733,133.54547
5737,180.06088
5742,229.73476
5747,115.911575
5760,122.00923
5774,147.44138
5788,243.72379
5796,147.90775
5797,116.188484
5800,170.96315
5812,126.07156
5814,131.27371
5818,109.6823
5819,190.58008
5823,190.93901
5826,171.85257
5830,120.83004
5831,137.35191
5846,198.00558
5864,148.4494
5869,103.86685
5870,182.5024
5879,122.58048
5883,328.54456
5886,118.33516
5889,240.6888
5904,166.96991
5905,110.50871
5910,150.98903
5911,129.4316
5914,137.82462
5915,128.29361
5920,112.57954
5925,160.43777
5926,139.9584
5934,175.20195
5939,181.09967
5941,104.127144
5943,109.58323
5949,202.2498
5961,148.42201
5965,241.96991
5966,163.03152
5969,104.847244
5970,144.69864
5978,173.70859
5979,188.9205
5983,124.30701
5985,245.126
5989,136.0277
5997,120.00401
6004,138.04791
6010,209.46573
6013,136.64027
6019,124.97105
6020,126.6817
6032,129.29613
6036,238.6163
6037,263.90424
6039,137.20836
6050,152.61018
6051,147.96361
6053,224.83165
6057,144.93889
6059,118.17513
6067,201.62689
6068,122.72312
6075,110.27389
6078,111.5043
6079,209.17587
6080,223.27791
6082,203.17125
6084,118.82058
6091,196.23494
6092,119.72109
6093,260.3725
6096,118.82058
6102,112.76215
6105,142.2328
6116,149.56134
6122,109.490524
6126,111.15378
6131,161.67674
6140,202.75858
6141,121.74231
6146,118.02156
6147,157.39067
6157,190.04367
6162,157.3924
6163,153.34927
6165,165.0196
6170,232.26952
6208,123.74565
6216,211.67528
6218,119.55429
6223,147.65208
6224,147.44742
6227,177.19585
6240,306.26596
6241,128.27422
6246,123.56605
6248,231.07324
6249,109.9037
6255,136.17937
6261,155.61778
6262,281.71698
6269,120.2001
6271,157.48091
6278,180.7832
6284,143.693
6285,112.72785
6287,126.56046
6288,154.04471
6291,152.3568
6296,108.52145
6297,174.57625
6304,149.20241
6309,134.71219
6310,116.547104
6311,171.57729
6316,119.57977
6319,125.53144
6332,320.0896
6335,220.2719
6336,123.60023
6341,119.51473
6359,134.22923
6369,140.32573
6375,114.486465
6378,216.31882
6380,131.54327
6385,233.62321
6387,289.42654
6391,172.00186
6392,116.68301
6393,122.47777
6400,103.56655
6411,176.49586
6415,175.31561
6416,168.43231
6419,181.64748
6421,138.67012
6432,151.15773
6438,141.57834
6444,110.20965
6445,121.24473
6446,118.17513
6448,270.75476
6452,114.21726
6459,157.41312
6470,219.82008
6475,110.40811
6484,174.42082
6492,150.92935
6502,128.9929
6505,106.24752
6506,162.09721
6513,129.47375
6514,181.31508
6524,241.39221
6525,110.28299
6528,128.39778
6529,253.7693
6531,149.42697
6538,137.16559
6541,201.23453
6546,157.01617
6553,116.65903
6563,106.99539
6567,143.71808
6586,284.32065
6588,183.99036
6589,262.72513
6591,171.87831
6596,112.68954
6607,125.21173
6613,372.2786
6615,160.64232
6625,118.82058
6629,201.64659
6630,144.94316
6632,128.26884
6640,111.156746
6645,159.2751
6648,171.95905
6656,157.35924
6658,151.60658
6661,132.17056
6663,118.28586
6665,168.1569
6673,139.69237
6676,137.68839
6681,114.972374
6683,165.01811
6684,105.273766
6695,122.936615
6697,136.01038
6700,178.52654
6702,122.657776
6703,123.30789
6704,169.97981
6712,244.8864
6716,173.487
6723,114.05888
6733,239.50409
6734,145.88708
6739,188.26762
6743,103.038895
6746,127.79515
6756,122.297905
6758,124.01377
6765,127.09768
6772,176.46211
6776,208.80556
6777,145.72522
6784,136.4171
6785,120.07035
6788,142.38786
6790,153.43303
6792,112.65241
6797,120.880066
6802,158.47488
6806,107.91162
6808,107.629036
6809,214.75447
6810,124.64486
6814,126.18601
6815,144.34526
6819,116.51488
6824,168.38638
6830,141.78981
6835,202.00316
6838,118.91518
6845,258.15134
6846,112.762634
6847,187.69933
6848,249.15067
6849,179.63312
6864,266.75394
6869,146.23866
6870,115.717575
6876,131.49738
6878,141.44804
6890,291.14056
6892,246.31468
6899,126.45863
6906,127.1295
6908,118.880936
6912,172.8005
6913,113.05412
6925,128.7368
6932,145.98499
6935,118.276436
6939,133.14757
6946,155.27318
6950,121.98666
6963,121.69483
6972,182.43861
6974,113.64499
6978,158.21779
6979,103.08573
6985,171.46083
6989,171.07144
7005,108.8385
7007,139.22076
7009,220.15512
7015,118.160706
7036,167.23141
7047,199.27007
7049,123.085365
7054,161.37006
7056,271.50848
7058,118.02156
7061,108.51503
7064,118.82058
7066,131.1731
7069,113.64499
7085,139.13124
7086,270.96902
7096,122.470406
7103,363.358
7122,156.4904
7125,195.93929
7126,109.619606
7130,118.92998
7134,260.5644
7135,113.7928
7140,200.47179
7145,122.17981
7148,144.84485
7151,289.0193
7156,170.21634
7157,114.28918
7161,144.22527
7163,151.64128
7168,124.75248
7170,286.2937
7174,107.862335
7175,320.0241
7199,124.77051
7200,229.78877
7203,162.3816
7209,149.41023
7210,342.52078
7215,115.87875
7240,210.65779
7241,113.01413
7248,185.7219
7253,216.11076
7260,132.0835
7262,149.29692
7264,165.48996
7265,184.47
7267,283.22162
7268,229.2795
7269,155.52187
7270,129.39377
7271,103.09006
7274,258.85986
7289,108.82532
7292,169.7442
7293,170.02878
7294,102.654564
7296,208.62173
7298,121.48443
7299,120.89563
7304,261.52197
7305,127.47484
7308,161.06209
7309,141.62236
7310,123.153465
7311,148.71643
7312,150.69218
7317,123.43231
7319,262.75833
7320,195.75839
7329,243.89702
7330,184.82835
7331,201.23634
7336,122.72312
7353,171.67058
7358,195.2615
7363,224.51988
7365,164.94125
7366,122.91873
7374,199.4663
7377,123.91895
7378,190.96515
7382,157.13939
7388,142.61203
7398,141.49667
7400,138.36253
7411,115.68657
7426,159.70334
7434,279.97018
7436,104.529106
7442,108.22116
7443,139.95787
7464,143.39032
7470,147.28278
7476,118.84783
7478,124.16809
7479,143.76921
7480,156.80869
7487,148.26794
7495,204.07619
7498,151.6522
7507,208.62363
7525,207.20374
7527,113.50948
7528,115.35342
7533,108.37293
7535,213.89662
7536,102.52195
7537,185.4802
7544,117.30358
7552,150.43616
7553,153.21852
7554,180.80087
7555,141.57834
7556,264.90036
7560,176.54956
7564,170.33308
7570,109.801605
7571,117.74152
7573,110.629395
7574,124.45599
7575,122.25616
7592,164.49686
7595,185.28006
7596,145.48958
7601,150.63786
7608,126.27444
7610,119.55429
7613,167.91164
7623,147.65483
7630,112.70286
7638,108.19165
7643,102.87728
7647,182.8218
7671,111.17148
7672,150.59169
7676,124.79472
7682,114.0411
7689,191.73468
7691,128.03766
7695,195.0485
7705,160.76553
7707,253.66876
7709,152.74086
7710,329.84885
7714,163.46121
7716,184.06758
7717,132.84183
7718,125.06196
7719,152.59367
7720,117.58645
7723,125.870094
7727,210.85637
7728,121.34999
7737,162.35945
7745,185.32927
7747,255.33473
7751,122.681526
7759,195.26895
7766,148.86316
7767,176.64775
7769,160.96236
7775,123.60023
7786,180.84296
7798,243.88573
7806,181.2913
7807,318.73224
7821,199.23615
7822,146.96252
7825,120.37143
7829,134.03447
7831,179.82004
7835,271.34204
7840,284.13022
7844,112.63823
7846,169.85722
7854,240.65837
7860,111.94008
7873,130.33525
7874,159.6687
7878,131.3087
7879,143.8572
7886,143.64346
7887,350.32306
7888,157.52965
7900,165.53961
7907,112.05532
7908,115.427864
7920,105.679344
7921,124.95061
7922,128.91714
7923,135.03625
7925,124.13304
7927,119.14453
7938,153.55614
7939,138.14565
7944,121.44435
7945,237.61067
7947,231.95927
7949,127.95692
7959,128.43121
7961,128.0817
7964,109.37369
7967,142.95586
7969,122.6393
7971,188.8653
7974,117.16673
7975,107.02264
7978,145.43346
7981,112.72748
7984,132.33188
7991,192.12932
8001,263.45023
8004,180.3189
8010,112.990364
8011,117.40206
8012,158.84854
8016,118.02156
8022,137.32193
8023,119.91895
8024,171.70242
8026,165.9202
8031,111.91633
8037,120.37143
8040,213.89581
8045,114.486465
8046,213.36142
8048,146.97466
8049,102.52195
8051,222.13918
8061,191.62527
8062,154.27112
8074,136.63316
8076,124.725235
8077,110.86592
8081,144.63518
8085,123.29119
8086,122.2308
8088,209.06679
8094,191.96394
8096,159.90932
8109,177.63576
8113,137.01921
8114,187.62657
8118,144.79817
8119,160.13327
8120,118.48998
8123,144.29778
8127,241.16832
8128,155.69014
8130,106.27478
8132,144.8115
8133,109.75528
8134,144.65042
8136,200.48688
8137,172.28645
8146,104.26074
8152,227.48276
8154,165.44609
8156,312.3347
8161,198.92783
8163,176.9164
8164,249.66289
8167,396.91406
8173,120.50765
8174,142.66833
8175,153.08167
8176,162.72125
8179,115.39892
8183,304.39423
8186,156.0943
8188,173.88495
8189,209.31966
8194,260.05734
8195,195.966
8196,193.6075
8198,149.82458
8202,121.03862
8206,220.08144
8209,202.17873
8222,143.17928
8224,246.64789
8227,218.91924
8230,146.45618
8241,162.34499
8253,163.50963
8255,267.1865
8259,236.94765
8263,166.87575
8266,191.92046
8267,325.08795
8272,268.25922
8273,152.04182
8279,142.75504
8281,148.9583
